time,open,high,low,close,volume
2020-06-01 20:00:00,177.8,177.92,177.2,177.4,58425
2020-06-01 19:55:00,177.6,177.89,177.6,177.8,24040
2020-06-01 19:50:00,177.79,177.8,177.13,177.8,60985
2020-06-01 19:45:00,178.1,178.2,177.4,177.6,62890
2020-06-01 19:40:00,178.8,178.8,178.13,178.13,24515
2020-06-01 19:35:00,178.67,178.8,178.612,178.8,9880
2020-06-01 19:30:00,178.9,178.962,178.6,178.64,35625
2020-06-01 19:25:00,178.74,179.2,178.74,179.0,27495
2020-06-01 19:20:00,178.4,178.8,178.35,178.774,29720
2020-06-01 19:15:00,178.79998,179.0,178.222,178.4,62385
2020-06-01 19:10:00,179.2,179.236,178.488,178.488,49340
2020-06-01 19:05:00,179.506,179.61,179.2,179.21,37490
2020-06-01 19:00:00,179.378,179.604,179.378,179.6,33225
2020-06-01 18:55:00,179.356,179.356,179.0,179.142,21195
2020-06-01 18:50:00,180.166,180.166,179.2,179.2,51070
2020-06-01 18:45:00,180.2,180.28,180.012,180.148,16265
2020-06-01 18:40:00,180.27,180.27,180.25,180.25,6075
2020-06-01 18:35:00,180.206,180.35,180.158,180.21,17060
2020-06-01 18:30:00,180.16,180.28,180.16,180.28,16120
2020-06-01 18:25:00,180.0,180.198,180.0,180.198,3270
2020-06-01 18:20:00,180.496,180.498,180.0,180.2,36655
2020-06-01 18:15:00,179.702,180.488,179.702,180.488,85580
2020-06-01 18:10:00,179.598,179.92,179.596,179.9,43085
2020-06-01 18:05:00,179.44,179.6,179.44,179.6,5215
2020-06-01 17:55:00,179.494,179.6,179.494,179.59998,6680
2020-06-01 17:50:00,179.6,179.68,179.482,179.482,3760
2020-06-01 17:45:00,179.6,179.65,179.6,179.6,7870
2020-06-01 17:40:00,179.68,179.68,179.598,179.68,25210
2020-06-01 17:35:00,179.694,179.752,179.694,179.752,6345
2020-06-01 17:30:00,179.86,179.896,179.7,179.7,12190
2020-06-01 17:25:00,179.598,179.91,179.584,179.9,46560
2020-06-01 17:20:00,179.39,179.5,179.368,179.5,19310
2020-06-01 17:15:00,179.3,179.4,179.3,179.4,7195
2020-06-01 17:10:00,179.2,179.3,179.2,179.3,8050
2020-06-01 17:05:00,179.098,179.36,179.098,179.222,18745
2020-06-01 17:00:00,178.8,179.072,178.8,179.072,7500
2020-06-01 16:55:00,179.28,179.4,178.736,178.736,36305
2020-06-01 16:50:00,179.5,179.62,179.304,179.304,14855
2020-06-01 16:45:00,179.296,179.62,179.296,179.58,140990
2020-06-01 16:40:00,179.146,179.462,179.146,179.36,38950
2020-06-01 16:35:00,179.232,179.232,178.86,179.0,82005
2020-06-01 16:30:00,179.8,179.9,179.488,179.488,50075
2020-06-01 16:25:00,179.204,179.662,179.2,179.662,32695
2020-06-01 16:20:00,179.36,179.62,179.0,179.2,63205
2020-06-01 16:15:00,180.246,180.29,178.412,178.412,712190
2020-06-01 16:10:00,180.1,180.6,180.1,180.3,392490
2020-06-01 16:05:00,179.62,180.396,179.46,180.1,336020
2020-06-01 16:00:00,179.076,179.8,179.075,179.575,2086855
2020-06-01 15:55:00,179.448,179.532,178.704,179.028,1433210
2020-06-01 15:50:00,179.622,179.77,179.282,179.39514,1274535
2020-06-01 15:45:00,179.371,179.648,179.04,179.63096,1359880
2020-06-01 15:40:00,178.96828,179.53,178.682,179.32202,1310600
2020-06-01 15:35:00,178.96,179.0,178.4,178.994,1218490
2020-06-01 15:30:00,178.468,179.0,178.46564,179.0,1557655
2020-06-01 15:25:00,177.88,178.56,177.848,178.512,1341425
2020-06-01 15:20:00,177.542,177.92292,177.33,177.82802,1027860
2020-06-01 15:15:00,177.59,177.596,177.3,177.563,376735
