time,open,high,low,close,volume
2020-07-01 20:00:00,227.702,227.85,227.29,227.598,82265
2020-07-01 19:55:00,227.316,227.8,227.316,227.738,46230
2020-07-01 19:50:00,226.968,227.294,226.968,227.28,28020
2020-07-01 19:45:00,227.2,227.29798,226.86,226.866,33060
2020-07-01 19:40:00,226.776,227.3,226.76,227.13,75310
2020-07-01 19:35:00,226.60202,226.8,226.60202,226.702,17135
2020-07-01 19:30:00,226.8,226.8,226.36,226.7,22700
2020-07-01 19:25:00,225.996,226.8,225.996,226.8,41815
2020-07-01 19:20:00,226.0,226.0,225.8,225.97,11490
2020-07-01 19:15:00,226.0,226.1,225.97,226.076,38020
2020-07-01 19:10:00,225.9,225.996,225.748,225.75,28620
2020-07-01 19:05:00,225.396,225.99,225.396,225.924,30455
2020-07-01 19:00:00,225.0,225.366,225.0,225.3,23320
2020-07-01 18:55:00,225.0,225.0,224.8,225.0,19485
2020-07-01 18:50:00,224.86,224.9,224.832,224.832,5130
2020-07-01 18:45:00,224.896,224.896,224.896,224.896,2250
2020-07-01 18:40:00,224.74,224.902,224.7,224.8,33545
2020-07-01 18:35:00,224.314,224.698,224.31,224.698,35200
2020-07-01 18:30:00,223.988,224.314,223.988,224.314,25115
2020-07-01 18:25:00,223.988,223.988,223.96,223.96,4275
2020-07-01 18:20:00,223.98,223.988,223.98,223.988,9030
2020-07-01 18:15:00,223.972,223.972,223.96,223.96,9895
2020-07-01 18:10:00,223.946,223.978,223.936,223.936,5445
2020-07-01 18:05:00,223.948,223.96,223.906,223.96,3790
2020-07-01 18:00:00,223.948,223.948,223.948,223.948,3180
2020-07-01 17:55:00,223.974,223.974,223.974,223.974,2015
2020-07-01 17:50:00,223.868,223.988,223.868,223.96,20935
2020-07-01 17:45:00,223.878,223.878,223.8,223.8,4360
2020-07-01 17:40:00,223.732,223.81,223.732,223.81,3800
2020-07-01 17:35:00,223.834,223.84,223.834,223.834,4005
2020-07-01 17:30:00,223.824,223.878,223.824,223.828,5100
2020-07-01 17:25:00,223.82,223.878,223.82,223.878,1625
2020-07-01 17:20:00,223.798,223.798,223.798,223.798,875
2020-07-01 17:15:00,223.7,223.82,223.7,223.8,9605
2020-07-01 17:10:00,223.82,223.82,223.82,223.82,1820
2020-07-01 17:05:00,223.604,224.0,223.604,224.0,3995
2020-07-01 17:00:00,223.65,223.65,223.6,223.6,3950
2020-07-01 16:55:00,223.742,223.8,223.7,223.8,6400
2020-07-01 16:50:00,223.894,223.894,223.894,223.894,5450
2020-07-01 16:45:00,223.8,223.8,223.8,223.8,3825
2020-07-01 16:40:00,223.7,223.772,223.7,223.772,4235
2020-07-01 16:35:00,223.7,223.7,223.7,223.7,1625
2020-07-01 16:30:00,223.776,223.776,223.712,223.712,3555
2020-07-01 16:25:00,223.798,223.798,223.662,223.662,16830
2020-07-01 16:20:00,223.7,223.9,223.7,223.89,37840
2020-07-01 16:15:00,223.6,223.8,223.6,223.6,9770
2020-07-01 16:10:00,223.3,223.6,223.3,223.594,10755
2020-07-01 16:05:00,223.926,223.926,223.4,223.4,312400
2020-07-01 16:00:00,224.06,224.29398,223.0,223.908,1486525
2020-07-01 15:55:00,224.614,224.874,224.026,224.164,714765
2020-07-01 15:50:00,224.136,224.888,223.981,224.6,708280
2020-07-01 15:45:00,224.14598,224.28998,223.8,224.13602,445180
2020-07-01 15:40:00,224.44,224.476,223.5,224.14096,626455
2020-07-01 15:35:00,224.66998,224.9,224.17,224.4,659955
2020-07-01 15:30:00,224.43192,224.674,224.04,224.574,474550
2020-07-01 15:25:00,224.15002,224.45798,223.735,224.394,419880
2020-07-01 15:20:00,223.352,224.28,223.30402,224.2652,563900
2020-07-01 15:15:00,223.554,223.832,222.758,223.32,559700
2020-07-01 15:10:00,224.31,224.318,223.136,223.44728,659835
2020-07-01 15:05:00,224.49,224.882,224.022,224.28736,384525
2020-07-01 15:00:00,224.62,224.922,224.1,224.356,430885
2020-07-01 14:55:00,224.31202,224.952,224.096,224.61,266510
2020-07-01 14:50:00,224.04052,224.69998,223.85002,224.3958,307245
2020-07-01 14:45:00,224.15,224.791,224.00002,224.053,473600
2020-07-01 14:40:00,224.524,224.6,223.72032,224.16,491965
2020-07-01 14:35:00,224.913,225.2,224.2,224.40104,676110
2020-07-01 14:30:00,224.998,225.59,224.9,224.95598,788150
2020-07-01 14:25:00,224.142,225.0,224.0,225.0,827185
2020-07-01 14:20:00,223.41682,224.2,223.1321,224.171,705560
2020-07-01 14:15:00,222.5776,223.492,222.5742,223.30638,441125
2020-07-01 14:10:00,222.463,222.7,221.98802,222.6112,326165
